% function evaluation | noise-free fitness - Fopt (-9.210000000000e+000) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
31 +0.000000000e+000 +0.000000000e+000 +1.426000000e+001 +1.426000000e+001 +5.9325e+000 +1.3632e+001
62123 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 +1.426000000e+001 +1.6348e+265 -2.4812e+307
% function evaluation | noise-free fitness - Fopt (6.240000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.191807927e+001 +8.191807927e+001 +1.443180793e+002 +1.443180793e+002 -1.1023e+000 -2.5816e+000
8 +5.420517412e+001 +5.420517412e+001 +1.166051741e+002 +1.166051741e+002 -2.2608e+000 +3.0557e-001
11 +4.564814714e+001 +4.564814714e+001 +1.080481471e+002 +1.080481471e+002 -2.7718e+000 +1.2124e+000
22 +0.000000000e+000 +0.000000000e+000 +6.240000000e+001 +6.240000000e+001 +1.3325e+001 +1.1797e+001
65047 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 +6.240000000e+001 +9.9074e+307 -2.2083e+307
% function evaluation | noise-free fitness - Fopt (1.145900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.384551213e+001 +3.384551213e+001 +1.484355121e+002 +1.484355121e+002 -2.8817e+000 -1.8273e+000
2 +3.075707390e+001 +3.075707390e+001 +1.453470739e+002 +1.453470739e+002 -6.2372e+000 -1.9243e+000
5 +2.977175396e+001 +2.977175396e+001 +1.443617540e+002 +1.443617540e+002 -3.4196e+000 -2.1809e+000
6 +2.598427050e+001 +2.598427050e+001 +1.405742705e+002 +1.405742705e+002 -2.9730e+000 -2.6043e+000
21 +2.453220850e+001 +2.453220850e+001 +1.391222085e+002 +1.391222085e+002 -3.5805e+000 -2.6887e+000
27 +2.288250279e+001 +2.288250279e+001 +1.374725028e+002 +1.374725028e+002 -3.7243e+000 -2.8393e+000
31 +2.065913972e+001 +2.065913972e+001 +1.352491397e+002 +1.352491397e+002 +1.5659e+001 -6.2775e+000
42 +7.390371856e+000 +7.390371856e+000 +1.219803719e+002 +1.219803719e+002 +2.3904e+000 -1.1286e+001
47 +0.000000000e+000 +0.000000000e+000 +1.145900000e+002 +1.145900000e+002 -2.4842e+001 -6.7327e+000
62179 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 +1.145900000e+002 -8.4772e+307 +9.5663e+307
% function evaluation | noise-free fitness - Fopt (-3.698300000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.539257893e+001 +8.539257893e+001 -2.844374211e+002 -2.844374211e+002 +3.9356e-001 -2.9999e+000
5 +8.332285952e+001 +8.332285952e+001 -2.865071405e+002 -2.865071405e+002 -5.4686e+000 -3.3323e+000
6 +7.764325205e+001 +7.764325205e+001 -2.921867480e+002 -2.921867480e+002 -1.0979e+000 -2.3741e+000
8 +3.271846515e+001 +3.271846515e+001 -3.371115349e+002 -3.371115349e+002 +5.2075e-001 +2.2802e+000
14 +2.359233567e+001 +2.359233567e+001 -3.462376643e+002 -3.462376643e+002 -3.7902e+000 +2.7617e+000
16 +5.139592951e+000 +5.139592951e+000 -3.646904070e+002 -3.646904070e+002 +1.3959e-001 +6.4306e+000
21 +3.181347564e+000 +3.181347564e+000 -3.666486524e+002 -3.666486524e+002 -1.8187e+000 +7.3942e+000
26 +0.000000000e+000 +0.000000000e+000 -3.698300000e+002 -3.698300000e+002 -1.0239e+001 +4.2218e+001
% function evaluation | noise-free fitness - Fopt (1.531800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.998892569e+001 +7.998892569e+001 +2.331689257e+002 +2.331689257e+002 -1.4914e+000 +2.3498e+000
5 +6.418402979e+000 +6.418402979e+000 +1.595984030e+002 +1.595984030e+002 -1.4184e+000 -1.8140e+001
11 +6.229658598e+000 +6.229658598e+000 +1.594096586e+002 +1.594096586e+002 -1.2297e+000 -1.3308e+001
12 +5.916124929e+000 +5.916124929e+000 +1.590961249e+002 +1.590961249e+002 -9.1612e-001 -5.2283e+000
24 +5.216694769e+000 +5.216694769e+000 +1.583966948e+002 +1.583966948e+002 -2.1669e-001 -1.6265e+001
28 +4.752677915e+000 +4.752677915e+000 +1.579326779e+002 +1.579326779e+002 +2.4732e-001 -1.7885e+001
37 +2.857787215e+000 +2.857787215e+000 +1.560377872e+002 +1.560377872e+002 +2.1422e+000 -2.2122e+001
47 +0.000000000e+000 +0.000000000e+000 +1.531800000e+002 +1.531800000e+002 +1.3077e+001 -5.8487e+001
64499 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 +1.531800000e+002 +3.1519e+307 +1.8896e+307
% function evaluation | noise-free fitness - Fopt (-7.088000000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.957710511e+001 +8.957710511e+001 -6.192228949e+002 -6.192228949e+002 -2.2390e+000 +3.6816e+000
2 +8.833697432e+001 +8.833697432e+001 -6.204630257e+002 -6.204630257e+002 -1.5954e+000 +3.4932e+000
8 +8.659724903e+001 +8.659724903e+001 -6.222027510e+002 -6.222027510e+002 -1.9165e+000 +3.3514e+000
12 +7.478534020e+001 +7.478534020e+001 -6.340146598e+002 -6.340146598e+002 -1.8914e+000 +2.1677e+000
26 +4.128573000e+001 +4.128573000e+001 -6.675142700e+002 -6.675142700e+002 -1.9669e+000 -1.1747e+000
38 +5.482268208e+000 +5.482268208e+000 -7.033177318e+002 -7.033177318e+002 +4.8227e-001 -2.0137e+001
41 +4.320711346e+000 +4.320711346e+000 -7.044792887e+002 -7.044792887e+002 -6.7929e-001 -1.4307e+001
43 +7.618355305e-001 +7.618355305e-001 -7.080381645e+002 -7.080381645e+002 -4.2382e+000 -1.8994e+001
51 +0.000000000e+000 +0.000000000e+000 -7.088000000e+002 -7.088000000e+002 -6.6013e+000 -1.2655e+001
65967 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 -7.088000000e+002 -1.5174e+308 +2.2191e+307
% function evaluation | noise-free fitness - Fopt (8.793000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.203982295e+001 +3.203982295e+001 +1.199698230e+002 +1.199698230e+002 -1.1002e+001 +3.3962e+000
12 +1.081211867e+001 +1.081211867e+001 +9.874211867e+001 +9.874211867e+001 -5.8121e+000 +8.4665e+000
27 +4.762210959e+000 +4.762210959e+000 +9.269221096e+001 +9.269221096e+001 +2.3779e-001 +5.0976e+000
33 +0.000000000e+000 +0.000000000e+000 +8.793000000e+001 +8.793000000e+001 +2.0156e+001 +2.9851e+001
64237 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 +8.793000000e+001 -2.9800e+307 -3.7974e+307
% function evaluation | noise-free fitness - Fopt (3.370000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.664121796e+001 +5.664121796e+001 +9.034121796e+001 +9.034121796e+001 -1.1076e+000 -2.7488e-001
7 +5.582186089e+001 +5.582186089e+001 +8.952186089e+001 +8.952186089e+001 -1.5634e+000 -2.3852e-001
14 +5.475369000e+001 +5.475369000e+001 +8.845369000e+001 +8.845369000e+001 -7.4136e-001 -4.9505e-002
22 +3.092582736e+001 +3.092582736e+001 +6.462582736e+001 +6.462582736e+001 +2.0165e+000 +2.6091e+000
34 +3.828595111e+000 +3.828595111e+000 +3.752859511e+001 +3.752859511e+001 -1.1714e+000 +5.9348e+000
41 +2.556448890e+000 +2.556448890e+000 +3.625644889e+001 +3.625644889e+001 -2.4436e+000 +1.2202e+001
52 +1.487275568e+000 +1.487275568e+000 +3.518727557e+001 +3.518727557e+001 -3.5127e+000 +1.4088e+001
55 +0.000000000e+000 +0.000000000e+000 +3.370000000e+001 +3.370000000e+001 -1.2831e+001 +6.3723e+000
64577 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 +3.370000000e+001 -9.2882e+288 -3.6202e+307
% function evaluation | noise-free fitness - Fopt (-1.618300000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.474219541e+001 +7.474219541e+001 -8.708780459e+001 -8.708780459e+001 +1.7416e-001 -1.9568e+000
2 +7.078912541e+001 +7.078912541e+001 -9.104087459e+001 -9.104087459e+001 -4.6920e+000 -2.0481e+000
5 +5.797538747e+001 +5.797538747e+001 -1.038546125e+002 -1.038546125e+002 +6.3736e-001 -2.3380e-001
17 +4.143151239e+001 +4.143151239e+001 -1.203984876e+002 -1.203984876e+002 -1.8273e+000 +1.1741e+000
27 +2.110442864e+001 +2.110442864e+001 -1.407255714e+002 -1.407255714e+002 -1.2647e+001 +2.8896e+000
31 +1.577924338e+001 +1.577924338e+001 -1.460507566e+002 -1.460507566e+002 -6.0836e+000 +3.4221e+000
32 +1.334863363e+001 +1.334863363e+001 -1.484813664e+002 -1.484813664e+002 +8.3486e+000 +1.0948e+001
33 +0.000000000e+000 +0.000000000e+000 -1.618300000e+002 -1.618300000e+002 -4.2822e+001 +9.7106e+000
63759 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 -1.618300000e+002 -2.0161e+295 -2.8960e+307
